CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment
36047019400;Kings;Brooklyn;3786;1918;1868;20.00;22.08;01.03;00.00;55.04.00;1924;46071.0;20449.0;18185.0;2330.00.00;16.08;23.07;14.04;28.05.00;23.08;12.01;21.03;20.09;04.09;62.07.00;09.08;01.02;00.04;46.06.00;2061;81.04.00;08.02;10.01;00.03;05.05
36047019500;Kings;Brooklyn;4188;2266;1922;15.04;39.09.00;34.09.00;00.02;08.03;3084;84187.0;8468.00.00;44443.0;6340.00.00;12.08;06.08;60.06.00;14.05;17.02;03.07;04.00;09.07;02.06;63.07.00;07.05;06.08;09.07;40.05.00;2624;75.07.00;11.02;13.01;00.00;04.09
36047019600;Kings;Brooklyn;5120;2813;2307;19.08;37.07.00;00.05;00.00;42.01.00;2405;48382.0;11075.0;17520.0;2691.00.00;23.01;21.04;25.01.00;36.09.00;22.00;09.05;06.04;22.05;10.02;52.09.00;10.03;00.09;03.03;43.05.00;2019;86.02.00;06.07;07.00;00.00;10.09
36047019700;Kings;Brooklyn;3508;1846;1662;06.06;44.07.00;35.03.00;00.00;06.06;2637;83650.0;22257.0;58022.0;7679.00.00;14.01;06.02;72.03.00;07.07;12.09;01.07;05.04;07.01;01.01;77.05.00;02.03;06.08;05.02;41.04.00;1828;77.06.00;15.09;06.05;00.00;10.08
36047019800;Kings;Brooklyn;1978;831;1147;03.09;59.00.00;00.04;00.00;36.07.00;1229;61875.0;13390.0;27301.0;4408.00.00;16.05;23.09;43.03.00;12.03;21.03;09.06;13.05;32.04.00;04.03;53.09.00;03.01;05.05;00.08;47.02.00;771;75.02.00;19.03;05.04;00.00;03.05
36047019900;Kings;Brooklyn;2863;1366;1497;10.08;39.08.00;32.03.00;00.00;11.08;2173;67656.0;17672.0;46365.0;6625.00.00;14.00;07.02;64.03.00;10.02;18.04;01.09;05.02;11.06;00.00;72.04.00;04.09;07.04;03.07;35.06.00;1831;81.05.00;09.05;09.00;00.00;02.09
36047020000;Kings;Brooklyn;2216;1016;1200;20.02;53.03.00;00.04;00.00;26.01.00;1416;58000.0;13111.0;24129.0;3731.00.00;14.08;10.08;33.09.00;25.02.00;22.00;10.01;08.08;41.06.00;05.06;44.09.00;03.02;01.03;03.04;41.00.00;936;75.01.00;18.02;04.01;02.07;06.07
36047020100;Kings;Brooklyn;3886;1799;2087;09.08;46.03.00;32.06.00;00.05;04.05;3015;84844.0;12153.0;52907.0;7593.00.00;07.06;02.04;70.07.00;09.06;15.02;01.03;03.02;06.06;02.04;71.00.00;02.09;07.07;09.03;37.07.00;2571;73.09.00;14.04;11.07;00.00;07.07
36047020200;Kings;Brooklyn;2131;1026;1105;05.01;63.08.00;00.00;00.00;31.02.00;1390;95152.0;40038.0;32107.0;4497.00.00;04.08;10.04;43.01.00;17.08;19.02;02.08;17.01;46.02.00;11.04;38.06.00;01.08;00.00;02.00;42.06.00;796;76.06.00;19.05;03.09;00.00;13.02
36047020300;Kings;Brooklyn;1688;752;936;07.05;47.06.00;29.00.00;00.00;12.03;1297;106250.0;20815.0;47969.0;5743.00.00;16.05;08.08;70.02.00;07.02;18.05;00.00;04.00;09.09;01.05;74.07.00;06.09;01.08;05.02;38.07.00;967;83.08.00;09.03;06.09;00.00;13.01
36047020400;Kings;Brooklyn;1947;861;1086;01.04;63.05.00;00.00;00.00;34.09.00;1249;65598.0;11895.0;27224.0;4311.00.00;11.02;17.02;36.08.00;27.01.00;23.09;04.02;07.09;29.00.00;17.02;42.05.00;07.07;02.09;00.07;41.08.00;877;78.04.00;17.01;04.04;00.00;11.02
36047020500;Kings;Brooklyn;2747;1412;1335;04.08;51.04.00;27.06.00;00.09;07.08;2213;78000.0;10479.0;49245.0;6012.00.00;06.08;00.00;53.09.00;14.08;23.04;03.00;04.09;07.02;01.06;65.04.00;07.08;11.09;06.00;37.06.00;1936;79.03.00;12.06;08.01;00.00;04.02
36047020600;Kings;Brooklyn;2706;1363;1343;07.09;58.05.00;01.00;00.00;31.09.00;1807;89743.0;9012.00.00;36857.0;4655.00.00;07.03;10.02;36.06.00;22.07;23.07;08.03;08.07;41.00.00;04.09;48.08.00;04.02;00.05;00.06;43.08.00;1337;80.06.00;15.01;04.03;00.00;09.07
36047020700;Kings;Brooklyn;4536;2212;2324;16.06;45.03.00;27.03.00;00.00;05.02;3432;97353.0;18837.0;55521.0;10253.0;05.00;11.04;69.09.00;07.01;17.07;02.04;02.08;16.06;03.08;61.05.00;08.02;04.07;05.02;37.05.00;2903;74.03.00;10.04;14.09;00.04;05.03
36047020800;Kings;Brooklyn;3272;1510;1762;05.00;41.08.00;00.06;02.03;48.03.00;1871;56003.0;8180.00.00;27683.0;6583.00.00;18.05;31.09.00;33.04.00;29.00.00;21.06;07.09;08.00;28.02.00;07.00;52.01.00;09.02;01.03;02.03;48.07.00;1603;75.09.00;18.07;05.05;00.00;09.00
36047021000;Kings;Brooklyn;4946;2534;2412;12.05;32.02.00;00.04;00.00;53.00.00;2479;44722.0;12947.0;17947.0;2283.00.00;23.03;24.04.00;24.05.00;24.04.00;26.01.00;05.06;19.04;25.02.00;08.06;51.03.00;10.08;02.06;01.06;44.09.00;2028;78.03.00;14.06;06.03;00.08;12.07
36047021100;Kings;Brooklyn;1362;684;678;38.08.00;18.02;35.03.00;00.00;05.01;1004;43000.0;9371.00.00;33109.0;8009.00.00;18.07;21.04;44.03.00;22.07;17.06;03.08;11.05;25.08.00;02.03;54.07.00;04.07;08.02;04.04;42.01.00;731;70.09.00;20.09;08.02;00.00;09.02
36047021200;Kings;Brooklyn;5176;2543;2633;04.09;24.02.00;00.00;00.00;69.07.00;2045;35330.0;7420.00.00;14419.0;1587.00.00;27.05.00;32.01.00;15.07;48.09.00;14.05;07.00;13.08;16.01;07.02;62.05.00;08.05;03.08;01.09;53.09.00;2229;90.04.00;05.06;04.00;00.00;07.01
36047021300;Kings;Brooklyn;4296;1982;2314;05.06;19.02;70.08.00;00.00;01.05;2940;38750.0;6123.00.00;25640.0;3275.00.00;24.08.00;37.03.00;41.07.00;28.06.00;19.07;03.03;06.07;07.08;02.07;67.08.00;08.06;02.04;10.07;42.05.00;1966;71.08.00;21.04;06.08;00.00;20.06
36047021400;Kings;Brooklyn;2437;1190;1247;02.05;48.09.00;00.00;00.00;47.08.00;834;55184.0;5431.00.00;15264.0;2630.00.00;31.05.00;42.00.00;20.05;39.09.00;27.07.00;05.04;06.04;14.06;06.07;56.08.00;14.05;01.09;05.06;50.08.00;1032;82.05.00;08.02;09.03;00.00;03.06
36047021500;Kings;Brooklyn;5136;2557;2579;12.00;36.08.00;39.05.00;00.06;08.02;3698;61723.0;10943.0;44301.0;5739.00.00;13.07;17.04;65.00.00;16.05;17.03;00.00;01.01;05.03;00.06;82.00.00;04.08;04.01;03.02;44.06.00;3095;77.05.00;17.01;04.02;01.01;03.09
36047021600;Kings;Brooklyn;4458;2344;2114;07.09;79.07.00;00.00;00.00;12.03;2164;35682.0;5528.00.00;13419.0;2280.00.00;42.08.00;57.08.00;27.02.00;18.00;40.02.00;03.08;10.08;15.08;08.09;37.09.00;23.08;04.01;09.05;36.00.00;1491;84.03.00;07.00;08.07;00.00;04.06
36047021700;Kings;Brooklyn;3904;1747;2157;11.08;25.08.00;49.06.00;00.00;09.00;2423;54595.0;10001.0;28820.0;3426.00.00;15.04;15.02;48.04.00;23.00;18.06;04.03;05.08;11.00;01.02;75.03.00;06.04;02.06;03.04;37.09.00;2010;80.06.00;15.08;03.06;00.00;10.01
36047021800;Kings;Brooklyn;4389;2124;2265;08.07;81.00.00;00.05;00.00;09.01;2090;35721.0;14842.0;13915.0;2381.00.00;44.04.00;53.04.00;30.03.00;12.07;43.03.00;08.00;05.07;16.02;09.08;28.00.00;34.04.00;04.07;06.08;28.02.00;1315;83.06.00;03.03;13.02;00.00;04.02
36047021900;Kings;Brooklyn;3617;1653;1964;09.07;22.04;60.02.00;00.00;05.04;2702;55758.0;7651.00.00;27150.0;3087.00.00;21.00;28.02.00;48.00.00;20.07;23.07;03.01;04.05;10.00;03.01;78.05.00;04.03;01.09;02.02;39.07.00;2052;79.04.00;15.04;05.02;00.00;08.03
36047022000;Kings;Brooklyn;4313;2240;2073;09.04;79.06.00;00.01;00.00;10.09;2144;30861.0;5263.00.00;12557.0;3138.00.00;43.08.00;62.03.00;31.04.00;36.00.00;27.02.00;00.06;04.07;09.01;09.00;45.08.00;33.04.00;00.05;02.02;35.08.00;1415;88.03.00;06.01;03.06;02.00;05.04
36047022100;Kings;Brooklyn;4255;2206;2049;16.09;28.09.00;48.08.00;01.06;03.01;3234;37140.0;12288.0;28698.0;4746.00.00;26.03.00;12.07;44.06.00;21.03;21.08;02.08;09.05;07.07;01.03;75.02.00;04.03;08.06;03.00;43.00.00;2333;77.09.00;15.02;06.09;00.00;12.04
36047022200;Kings;Brooklyn;4524;2305;2219;10.01;88.05.00;00.00;00.00;00.00;2017;35094.0;9138.00.00;12337.0;2086.00.00;45.00.00;58.07.00;32.00.00;26.00.00;17.01;09.00;16.00;16.04;06.05;30.09.00;35.08.00;06.06;03.07;28.09.00;1471;76.05.00;19.02;04.04;00.00;05.02
36047022400;Kings;Brooklyn;5981;3197;2784;22.01;67.04.00;00.01;00.00;10.04;2229;37271.0;6327.00.00;11938.0;1625.00.00;42.05.00;50.09.00;32.01.00;21.04;28.03.00;05.03;12.09;20.06;05.01;40.01.00;26.07.00;00.04;07.01;38.07.00;2058;85.00.00;04.04;10.00;00.06;02.03
36047022600;Kings;Brooklyn;2438;1387;1051;63.06.00;19.01;01.09;00.00;08.06;806;48269.0;16028.0;14414.0;2364.00.00;27.09.00;40.00.00;14.09;21.01;24.06.00;20.01;19.04;17.00;06.06;59.05.00;07.09;09.01;00.00;41.03.00;1006;84.02.00;10.03;05.05;00.00;01.09
36047022700;Kings;Brooklyn;3725;1910;1815;13.01;21.00;56.03.00;00.00;05.04;2733;53363.0;8368.00.00;31944.0;6324.00.00;14.02;12.02;45.05.00;25.01.00;22.06;02.05;04.04;08.03;01.07;72.03.00;02.07;03.09;11.02;38.01.00;1997;68.08.00;18.07;12.05;00.00;12.03
36047022800;Kings;Brooklyn;3367;1847;1520;14.03;59.08.00;01.09;00.00;23.00;1593;30913.0;5721.00.00;12339.0;2549.00.00;33.08.00;35.04.00;29.08.00;21.00;27.01.00;06.03;15.09;18.01;02.03;36.09.00;36.07.00;01.09;04.00;32.00.00;1083;78.05.00;07.00;14.05;00.00;09.03
36047022900;Kings;Brooklyn;3780;1754;2026;05.03;32.03.00;51.00.00;00.00;07.08;2793;51645.0;13885.0;32422.0;4716.00.00;19.03;26.03.00;54.00.00;13.04;20.03;01.08;10.05;10.02;01.04;67.07.00;04.04;08.04;07.07;37.05.00;2143;86.00.00;09.08;04.02;00.00;08.00
36047023000;Kings;Brooklyn;3832;1892;1940;21.08;71.08.00;01.05;00.00;03.02;1739;31102.0;7078.00.00;13237.0;2334.00.00;38.00.00;47.05.00;24.01.00;31.02.00;23.04;11.06;09.07;19.03;06.07;39.00.00;25.01.00;01.09;08.00;34.04.00;1521;87.04.00;04.02;08.04;00.00;06.07
36047023100;Kings;Brooklyn;3506;1711;1795;08.09;41.05.00;37.09.00;00.00;04.04;2894;77039.0;8111.00.00;36598.0;4034.00.00;19.00;19.07;55.03.00;13.09;21.07;04.08;04.04;13.04;00.00;64.04.00;10.06;05.05;06.01;39.08.00;2000;82.06.00;11.09;05.05;00.00;11.08
36047023200;Kings;Brooklyn;5753;2970;2783;13.06;82.02.00;00.00;00.00;04.01;2799;33801.0;3440.00.00;10952.0;1757.00.00;44.03.00;57.05.00;32.01.00;11.04;39.05.00;11.06;05.04;17.03;08.05;24.09.00;44.03.00;00.06;04.03;33.08.00;1894;92.07.00;02.08;04.05;00.00;06.09
36047023300;Kings;Brooklyn;4863;2067;2796;19.08;19.01;53.06.00;00.00;04.09;3383;33141.0;6249.00.00;23773.0;3200.00.00;33.00.00;43.05.00;39.01.00;24.04.00;24.01.00;01.09;10.05;06.03;00.08;78.02.00;07.02;04.03;03.01;39.02.00;2152;75.04.00;17.03;07.03;00.00;19.03
36047023400;Kings;Brooklyn;5162;2482;2680;02.06;97.01.00;00.00;00.00;00.00;2500;24978.0;5998.00.00;12807.0;2708.00.00;52.07.00;63.02.00;47.03.00;09.00;35.07.00;03.06;04.03;19.05;11.03;19.06;40.07.00;00.07;08.02;28.00.00;1383;92.00.00;04.03;03.07;00.00;02.04
36047023500;Kings;Brooklyn;4015;1775;2240;23.06;51.06.00;17.01;00.00;05.08;2051;45406.0;9075.00.00;21422.0;4317.00.00;48.04.00;68.09.00;48.00.00;15.09;25.00.00;05.05;05.07;12.06;04.01;55.03.00;16.08;04.08;06.04;35.04.00;1741;74.05.00;14.00;11.05;00.00;06.06
36047023600;Kings;Brooklyn;5693;2997;2696;03.09;91.01.00;00.02;00.08;03.09;2978;24240.0;2791.00.00;11093.0;1207.00.00;45.04.00;52.06.00;36.09.00;17.08;36.05.00;02.01;06.07;13.06;09.02;19.00;49.06.00;02.07;05.08;25.05.00;1781;90.06.00;03.09;05.01;00.04;05.04
36047023800;Kings;Brooklyn;4142;2143;1999;05.06;93.03.00;00.00;00.02;00.00;2406;29050.0;4749.00.00;19104.0;6993.00.00;29.09.00;35.03.00;41.08.00;10.04;34.05.00;08.04;04.08;17.05;13.04;32.01.00;27.01.00;01.04;08.05;37.00.00;1398;84.05.00;05.02;10.03;00.00;04.02
36047024000;Kings;Brooklyn;4471;2243;2228;04.08;93.01.00;01.01;00.00;00.04;2258;26823.0;4395.00.00;12834.0;2456.00.00;44.08.00;58.05.00;36.03.00;21.07;26.06.00;07.05;07.09;26.04.00;04.03;22.06;36.09.00;01.03;08.06;25.05.00;1338;89.07.00;01.05;08.08;00.00;10.07
36047024100;Kings;Brooklyn;2375;1101;1274;24.02.00;48.06.00;21.03;00.00;05.02;1765;60815.0;12400.0;29216.0;4690.00.00;23.04;45.03.00;53.05.00;14.01;25.04.00;04.01;03.00;13.00;01.08;52.07.00;13.04;11.04;07.07;35.09.00;1152;81.02.00;10.00;08.09;00.00;05.08
36047024200;Kings;Brooklyn;3052;1612;1440;04.08;87.03.00;00.02;00.00;07.07;1617;38333.0;11956.0;17246.0;3132.00.00;33.04.00;46.07.00;30.09.00;16.02;37.09.00;07.08;07.02;26.01.00;13.02;35.01.00;18.00;02.05;05.01;35.01.00;1034;80.06.00;06.00;12.05;01.00;05.00
36047024300;Kings;Brooklyn;4273;1984;2289;15.05;21.02;56.04.00;00.00;03.06;3221;54505.0;9250.00.00;30297.0;3405.00.00;15.08;13.09;52.02.00;18.09;19.09;02.08;06.02;07.05;00.08;75.06.00;07.00;04.04;04.07;40.09.00;2308;75.07.00;17.03;06.04;00.06;07.05
36047024400;Kings;Brooklyn;3757;1763;1994;14.09;71.07.00;00.05;00.00;13.00;1953;48611.0;10710.0;16574.0;2895.00.00;41.06.00;65.06.00;30.07.00;24.09.00;34.00.00;06.00;04.05;23.04;04.04;51.00.00;16.06;02.02;02.04;36.04.00;1339;86.05.00;07.05;06.00;00.00;07.00
36047024500;Kings;Brooklyn;3855;1760;2095;03.09;13.06;74.09.00;00.08;04.07;2699;51605.0;7426.00.00;28706.0;3684.00.00;20.06;26.09.00;42.08.00;17.08;21.02;07.01;11.01;18.07;04.04;70.00.00;01.09;02.03;02.07;42.01.00;1851;71.09.00;24.09.00;03.02;00.00;20.05
36047024600;Kings;Brooklyn;3195;1599;1596;06.07;61.06.00;00.00;00.00;30.09.00;2045;45417.0;10349.0;20472.0;3425.00.00;25.05.00;34.04.00;28.04.00;22.07;31.01.00;05.07;12.00;30.08.00;08.07;49.08.00;08.09;00.00;01.08;37.00.00;1312;83.02.00;10.08;05.04;00.05;08.03
36047024700;Kings;Brooklyn;2104;964;1140;07.03;19.07;66.02.00;00.00;05.03;1521;42308.0;7668.00.00;26351.0;3974.00.00;20.01;15.02;42.01.00;20.05;24.02.00;03.07;09.06;08.03;03.06;75.09.00;05.08;03.04;03.02;36.05.00;1084;75.07.00;14.07;09.06;00.00;12.04
36047024800;Kings;Brooklyn;3056;1417;1639;24.06.00;38.09.00;01.02;00.02;34.04.00;1358;46310.0;11455.0;18558.0;2401.00.00;25.06.00;28.08.00;18.02;33.09.00;29.02.00;10.05;08.02;13.07;05.02;68.08.00;09.09;00.00;02.04;40.02.00;1373;84.05.00;07.04;08.02;00.00;05.04
36047024900;Kings;Brooklyn;3973;2207;1766;03.01;17.00;74.07.00;00.00;03.09;2790;48315.0;10838.0;28455.0;3926.00.00;18.00;11.07;40.00.00;24.02.00;22.04;03.03;10.01;12.09;01.08;67.02.00;07.00;05.07;05.05;42.01.00;2224;84.05.00;07.07;07.08;00.00;11.03
36047025000;Kings;Brooklyn;1527;731;796;09.00;27.03.00;00.01;01.04;62.03.00;909;46190.0;12997.0;27910.0;8530.00.00;18.05;40.09.00;21.01;27.08.00;27.08.00;07.09;15.04;27.00.00;01.08;60.02.00;08.04;01.08;00.07;52.01.00;738;80.09.00;14.05;04.06;00.00;09.07
36047025100;Kings;Brooklyn;3522;1675;1847;11.04;08.07;70.06.00;03.04;03.06;2460;27125.0;11145.0;22079.0;6685.00.00;36.00.00;44.02.00;28.09.00;34.09.00;24.04.00;07.06;04.01;13.05;00.00;74.01.00;03.05;08.09;00.00;41.09.00;1285;76.09.00;22.06;00.05;00.00;23.03
36047025200;Kings;Brooklyn;5337;2770;2567;17.05;43.00.00;01.02;00.00;37.03.00;2753;42302.0;12576.0;20415.0;2996.00.00;18.08;16.04;20.06;28.00.00;29.05.00;10.01;11.08;26.06.00;07.07;51.06.00;11.00;03.00;00.00;42.01.00;2394;81.07.00;16.03;02.00;00.00;08.08
36047025300;Kings;Brooklyn;2540;1250;1290;19.04;29.07.00;44.06.00;00.00;05.04;1921;43491.0;20986.0;30245.0;4436.00.00;25.09.00;34.01.00;47.00.00;13.05;32.09.00;03.01;03.05;12.01;00.09;70.09.00;07.01;03.04;05.05;39.06.00;1361;79.01.00;16.02;04.08;00.00;11.05
36047025400;Kings;Brooklyn;4256;1968;2288;14.02;24.05.00;00.00;00.04;60.02.00;2046;48261.0;11325.0;19239.0;2826.00.00;17.03;33.00.00;21.08;21.09;32.00.00;04.00;20.03;21.08;13.05;53.08.00;08.00;01.01;01.07;43.07.00;1872;83.03.00;06.08;09.09;00.00;10.05
36047025500;Kings;Brooklyn;5270;2283;2987;65.02.00;02.08;31.03.00;00.00;00.03;3143;22500.0;5966.00.00;10975.0;1435.00.00;42.09.00;63.00.00;10.00;32.06.00;36.04.00;06.01;15.00;03.00;02.01;77.00.00;13.06;03.04;00.09;41.07.00;1799;78.05.00;18.08;02.07;00.00;18.01
36047025600;Kings;Brooklyn;3195;1648;1547;10.07;26.00.00;00.08;00.00;61.09.00;1894;53036.0;20270.0;22246.0;4189.00.00;16.09;19.02;27.06.00;24.01.00;33.03.00;03.03;11.06;11.09;09.04;69.06.00;08.03;00.08;00.00;47.09.00;1378;87.06.00;12.04;00.00;00.00;07.03
36047025700;Kings;Brooklyn;2177;1211;966;44.04.00;14.04;35.05.00;00.00;03.07;1348;51310.0;12985.0;21654.0;3573.00.00;34.06.00;53.09.00;34.03.00;24.02.00;23.04;08.03;09.08;22.05;04.09;62.02.00;05.02;02.07;02.04;38.06.00;1097;84.08.00;10.05;04.03;00.05;16.08
36047025800;Kings;Brooklyn;4225;2128;2097;16.00;46.05.00;00.01;00.00;35.03.00;2262;37917.0;9428.00.00;19558.0;2497.00.00;27.04.00;37.00.00;28.05.00;31.03.00;20.04;09.01;10.06;17.09;03.03;57.05.00;14.04;03.02;03.06;38.06.00;1787;79.07.00;12.07;07.06;00.00;11.05
36047025901;Kings;Brooklyn;1914;989;925;32.05.00;23.01;42.02.00;00.00;00.06;1255;41289.0;9946.00.00;20991.0;3175.00.00;27.01.00;33.00.00;29.08.00;25.00.00;27.06.00;03.05;14.01;09.03;01.01;69.08.00;04.09;11.08;03.00;39.04.00;923;87.09.00;05.06;06.05;00.00;15.07
36047025902;Kings;Brooklyn;3737;1621;2116;42.07.00;00.00;54.01.00;00.00;01.06;1969;16140.0;4738.00.00;6876.00.00;2163.00.00;68.09.00;80.00.00;13.00;58.03.00;14.00;01.08;13.00;07.07;01.06;75.09.00;09.06;01.05;03.06;47.03.00;623;73.04.00;24.07.00;01.09;00.00;48.02.00
36047026000;Kings;Brooklyn;3687;1744;1943;09.01;28.08.00;01.02;00.02;59.04.00;2000;50123.0;8292.00.00;20098.0;2649.00.00;18.03;19.02;18.04;31.09.00;32.09.00;06.08;10.00;11.07;06.03;70.04.00;07.02;02.05;01.09;43.02.00;1633;86.06.00;07.07;05.07;00.00;10.06
36047026100;Kings;Brooklyn;4987;2125;2862;19.01;20.00;58.06.00;00.00;00.09;3684;38859.0;13993.0;23411.0;4287.00.00;23.01;33.01.00;45.03.00;24.01.00;24.08.00;02.00;03.07;09.01;03.08;62.07.00;16.06;04.08;03.00;38.05.00;2880;79.09.00;16.01;03.09;00.00;06.07
36047026200;Kings;Brooklyn;2422;1198;1224;15.09;36.05.00;01.02;00.00;46.02.00;1554;57121.0;8108.00.00;27404.0;3541.00.00;21.03;28.05.00;28.02.00;24.07.00;22.01;10.03;14.07;21.02;06.02;62.07.00;04.02;00.07;04.09;43.06.00;1058;81.05.00;14.09;03.06;00.00;14.07
36047026300;Kings;Brooklyn;2002;879;1123;13.02;11.04;72.07.00;00.00;01.02;1507;39861.0;16116.0;23964.0;4032.00.00;22.09;24.07.00;34.04.00;32.07.00;18.05;07.03;07.02;15.01;05.00;63.05.00;06.00;05.07;04.07;41.03.00;921;73.09.00;23.06;02.05;00.00;11.01
36047026400;Kings;Brooklyn;4946;2515;2431;16.07;34.02.00;01.01;00.00;48.00.00;2634;47336.0;9252.00.00;22374.0;3180.00.00;20.05;22.05;27.08.00;23.04;22.00;13.00;13.08;19.01;09.03;56.09.00;11.05;01.06;01.07;54.00.00;2318;82.04.00;11.03;06.02;00.00;05.04
36047026500;Kings;Brooklyn;3558;1642;1916;13.06;13.02;66.09.00;00.01;01.06;2556;51050.0;23649.0;32354.0;10826.0;27.06.00;38.02.00;43.04.00;23.04;21.04;03.00;08.08;15.06;01.09;62.09.00;10.02;04.04;04.09;42.06.00;1676;79.08.00;13.08;06.04;00.00;12.01
36047026600;Kings;Brooklyn;3418;1468;1950;14.09;46.09.00;00.02;00.00;37.08.00;2119;50580.0;13381.0;23319.0;3227.00.00;10.02;13.05;30.09.00;21.04;26.06.00;11.04;09.08;19.03;07.01;58.01.00;10.01;02.02;03.02;47.06.00;1426;80.02.00;08.03;11.05;00.00;12.02
36047026700;Kings;Brooklyn;3531;1854;1677;07.01;19.00;66.08.00;00.00;01.06;2721;41458.0;9489.00.00;37224.0;5875.00.00;21.04;28.02.00;47.03.00;23.07;20.02;03.06;05.02;16.08;02.02;71.07.00;02.00;05.00;02.02;41.04.00;1822;69.03.00;25.09.00;04.08;00.00;12.09
36047026800;Kings;Brooklyn;3690;1866;1824;25.08.00;49.05.00;00.01;00.05;23.01;2089;44548.0;20123.0;20678.0;2692.00.00;21.09;33.00.00;21.01;30.08.00;20.01;14.09;13.01;21.08;07.05;55.06.00;06.06;05.03;03.02;45.05.00;1742;80.00.00;09.08;10.02;00.00;09.09
36047026900;Kings;Brooklyn;2685;1157;1528;09.00;09.06;77.08.00;00.00;02.05;1939;48841.0;9463.00.00;28798.0;5227.00.00;12.06;04.04;40.07.00;26.05.00;25.01.00;04.07;03.00;08.05;09.03;60.06.00;15.01;03.05;02.09;42.03.00;1331;72.04.00;19.06;08.00;00.00;13.05
36047027000;Kings;Brooklyn;2539;1101;1438;06.00;67.05.00;00.07;00.00;25.08.00;1602;50490.0;16745.0;22674.0;4092.00.00;15.05;17.00;34.05.00;23.04;24.04.00;09.06;08.01;26.03.00;07.07;52.09.00;07.04;01.02;04.04;50.01.00;1102;78.08.00;16.04;04.08;00.00;08.02
36047027100;Kings;Brooklyn;2502;1306;1196;05.04;06.06;79.08.00;01.09;05.01;1689;37104.0;8010.00.00;22852.0;2887.00.00;23.07;45.07.00;35.05.00;25.08.00;29.02.00;03.07;05.07;13.00;02.01;69.09.00;03.02;06.02;05.06;42.04.00;1238;70.04.00;24.04.00;05.02;00.00;10.07
36047027200;Kings;Brooklyn;3692;1909;1783;16.07;49.08.00;00.00;01.00;31.08.00;1786;50982.0;12322.0;22037.0;3168.00.00;18.04;25.02.00;36.09.00;25.03.00;21.08;08.07;07.03;21.01;04.01;65.08.00;07.02;00.00;01.08;46.02.00;1674;81.00.00;14.05;04.05;00.00;09.05
36047027300;Kings;Brooklyn;2649;1272;1377;03.03;07.01;86.09.00;00.00;01.08;1780;34297.0;6892.00.00;25337.0;4188.00.00;29.00.00;37.05.00;32.09.00;25.09.00;28.06.00;09.08;02.07;19.05;03.02;63.05.00;07.00;05.03;01.05;38.05.00;1060;84.07.00;15.03;00.00;00.00;09.06
36047027400;Kings;Brooklyn;3090;1600;1490;09.04;40.08.00;00.01;00.00;49.07.00;1878;42266.0;16340.0;23831.0;4798.00.00;14.06;20.09;23.03;24.07.00;28.09.00;07.04;15.08;17.02;08.09;68.02.00;03.08;01.03;00.06;51.00.00;1257;90.06.00;07.09;01.05;00.00;06.02
36047027500;Kings;Brooklyn;4346;2061;2285;13.03;11.04;67.01.00;00.00;03.09;2820;55990.0;11683.0;28576.0;4859.00.00;25.01.00;33.02.00;40.06.00;25.00.00;20.05;05.07;08.02;23.03;00.00;59.06.00;05.01;01.07;10.03;42.03.00;1981;63.04.00;21.09;14.07;00.00;16.06
36047027600;Kings;Brooklyn;4325;2315;2010;30.01.00;31.01.00;00.00;00.00;38.03.00;1930;46194.0;12781.0;19841.0;3116.00.00;26.05.00;27.05.00;24.05.00;27.06.00;24.05.00;11.01;12.02;12.07;04.09;64.08.00;11.09;00.04;05.03;46.09.00;2001;88.05.00;04.07;06.08;00.00;09.09
36047027700;Kings;Brooklyn;4975;2429;2546;08.07;04.07;85.06.00;00.00;00.00;3176;37875.0;9635.00.00;16850.0;2887.00.00;37.09.00;54.07.00;32.02.00;29.03.00;21.06;06.06;10.03;15.04;01.03;77.03.00;01.06;00.09;03.05;44.02.00;1654;77.00.00;15.05;07.05;00.00;22.02
36047027800;Kings;Brooklyn;3418;1547;1871;07.04;44.04.00;00.07;00.00;44.07.00;2072;47917.0;16737.0;21477.0;3078.00.00;24.09.00;46.04.00;24.03.00;36.01.00;27.06.00;03.01;09.00;09.09;05.02;73.04.00;09.00;02.04;00.00;46.02.00;1389;83.09.00;06.06;09.04;00.00;18.02
36047027900;Kings;Brooklyn;3914;2020;1894;14.00;07.05;75.09.00;00.00;00.01;3038;57869.0;18552.0;27381.0;4367.00.00;14.00;14.08;36.08.00;21.06;26.00.00;07.05;08.01;20.07;00.09;68.06.00;04.07;01.06;03.06;46.05.00;1830;73.06.00;23.07;02.07;00.00;12.08
36047028000;Kings;Brooklyn;1690;871;819;11.08;44.03.00;00.08;00.00;42.01.00;1023;56974.0;8170.00.00;29736.0;4320.00.00;14.09;11.02;34.06.00;21.05;24.02.00;10.07;09.00;18.06;10.06;52.06.00;15.06;00.05;02.01;52.02.00;823;87.07.00;08.00;04.03;00.00;13.06
